,Dataname,Ontologyname,score
3787,UNIT_OF_MEASURE,origin,0.301
3788,UNIT_OF_MEASURE,otherConversionSystemTypeNotes,0.401
3789,UNIT_OF_MEASURE,owner,0.449
3790,UNIT_OF_MEASURE,partOf,0.495
3791,UNIT_OF_MEASURE,pattern,0.341
3792,UNIT_OF_MEASURE,patternType,0.359
3793,UNIT_OF_MEASURE,performedBy,0.436
3794,UNIT_OF_MEASURE,phaseToPhaseVoltage,0.34
3795,UNIT_OF_MEASURE,phaseType,0.357
3796,UNIT_OF_MEASURE,phaseVoltage,0.333
3797,UNIT_OF_MEASURE,pipeConnectionEnum,0.338
3798,UNIT_OF_MEASURE,placementType,0.397
3799,UNIT_OF_MEASURE,player,0.378
3800,UNIT_OF_MEASURE,powerFactor,0.47
3801,UNIT_OF_MEASURE,prefLabel,0.33
3802,UNIT_OF_MEASURE,preferredNamespacePrefix,0.285
3803,UNIT_OF_MEASURE,preferredNamespaceUri,0.272
3804,UNIT_OF_MEASURE,previous,0.349
3805,UNIT_OF_MEASURE,primary_current,0.253
3806,UNIT_OF_MEASURE,primary_voltage,0.292
3807,UNIT_OF_MEASURE,producesEnergy,0.387
3808,UNIT_OF_MEASURE,producesEnergyType,0.436
3809,UNIT_OF_MEASURE,professionalRegistry,0.328
3810,UNIT_OF_MEASURE,providesTo,0.319
3811,UNIT_OF_MEASURE,publisher,0.32
3812,UNIT_OF_MEASURE,questionNumber,0.487
3813,UNIT_OF_MEASURE,radius,0.45
3814,UNIT_OF_MEASURE,rangeIncludes,0.315
3815,UNIT_OF_MEASURE,reactiveEnergyExport,0.226
3816,UNIT_OF_MEASURE,reactiveEnergyImport,0.231
3817,UNIT_OF_MEASURE,reactivePower,0.247
3818,UNIT_OF_MEASURE,reactive_power,0.247
3819,UNIT_OF_MEASURE,readOutType,0.391
3820,UNIT_OF_MEASURE,readable_name,0.426
3821,UNIT_OF_MEASURE,recommendations,0.265
3822,UNIT_OF_MEASURE,refDevice,0.402
3823,UNIT_OF_MEASURE,refTargetDevice,0.368
3824,UNIT_OF_MEASURE,ref_building,0.369
3825,UNIT_OF_MEASURE,refrigerantClass,0.332
3826,UNIT_OF_MEASURE,region,0.357
3827,UNIT_OF_MEASURE,related_sensor,0.388
3828,UNIT_OF_MEASURE,relatesToMeasurement,0.609
3829,UNIT_OF_MEASURE,relatesToProperty,0.427
3830,UNIT_OF_MEASURE,relativeOccupancyRatio,0.387
3831,UNIT_OF_MEASURE,remoteReading,0.315
3832,UNIT_OF_MEASURE,repetitionsTotal,0.422
3833,UNIT_OF_MEASURE,represents,0.465
3834,UNIT_OF_MEASURE,responsibleTo,0.325
3835,UNIT_OF_MEASURE,reverse_action,0.278
3836,UNIT_OF_MEASURE,rights,0.338
3837,UNIT_OF_MEASURE,role,0.329
3838,UNIT_OF_MEASURE,roughness,0.356
3839,UNIT_OF_MEASURE,routePreference,0.262
3840,UNIT_OF_MEASURE,routeType,0.32
3841,UNIT_OF_MEASURE,sample_interval,0.549
3842,UNIT_OF_MEASURE,sample_rate,0.515
3843,UNIT_OF_MEASURE,scope,0.368
3844,UNIT_OF_MEASURE,scopeNote,0.364
3845,UNIT_OF_MEASURE,secondaryCurrentType,0.223
3846,UNIT_OF_MEASURE,secondary_current,0.198
3847,UNIT_OF_MEASURE,secondary_voltage,0.223
3848,UNIT_OF_MEASURE,seeAlso,0.258
3849,UNIT_OF_MEASURE,sequenceID,0.366
3850,UNIT_OF_MEASURE,sequenceRemoteControllable,0.348
3851,UNIT_OF_MEASURE,serial_number,0.457
3852,UNIT_OF_MEASURE,set_value,0.519
3853,UNIT_OF_MEASURE,shadingDeviceType,0.399
3854,UNIT_OF_MEASURE,size,0.532
3855,UNIT_OF_MEASURE,slot,0.357
3856,UNIT_OF_MEASURE,socketNumber,0.368
3857,UNIT_OF_MEASURE,socketType,0.272
3858,UNIT_OF_MEASURE,softwareReference,0.387
3859,UNIT_OF_MEASURE,source,0.28
3860,UNIT_OF_MEASURE,speed,0.408
3861,UNIT_OF_MEASURE,speedFactor,0.46
3862,UNIT_OF_MEASURE,sprayType,0.337
3863,UNIT_OF_MEASURE,standard,0.478
3864,UNIT_OF_MEASURE,startedAtTime,0.378
3865,UNIT_OF_MEASURE,staticDescription,0.372
3866,UNIT_OF_MEASURE,status,0.389
3867,UNIT_OF_MEASURE,storageType,0.433
3868,UNIT_OF_MEASURE,storesEnergy,0.377
3869,UNIT_OF_MEASURE,storesEnergyType,0.41
3870,UNIT_OF_MEASURE,sub_category,0.345
3871,UNIT_OF_MEASURE,supplier_name,0.329
3872,UNIT_OF_MEASURE,suppliesTo,0.295
3873,UNIT_OF_MEASURE,supported_network,0.294
3874,UNIT_OF_MEASURE,supported_protocol,0.305
3875,UNIT_OF_MEASURE,supportsReselection,0.316
3876,UNIT_OF_MEASURE,supportsSingleSlotSchedulingOnly,0.316
3877,UNIT_OF_MEASURE,switchFunction,0.378
3878,UNIT_OF_MEASURE,tap_position,0.3
3879,UNIT_OF_MEASURE,taskIdentifier,0.494
3880,UNIT_OF_MEASURE,td,0.333
3881,UNIT_OF_MEASURE,temperatureClassification,0.445
3882,UNIT_OF_MEASURE,text,0.289
3883,UNIT_OF_MEASURE,thdCurrent,0.326
3884,UNIT_OF_MEASURE,thdVoltage,0.354
3885,UNIT_OF_MEASURE,ti,0.244
3886,UNIT_OF_MEASURE,timeDuration,0.454
3887,UNIT_OF_MEASURE,time_stamp,0.494
3888,UNIT_OF_MEASURE,title,0.356
3889,UNIT_OF_MEASURE,topDataProperty,0.375
3890,UNIT_OF_MEASURE,topObjectProperty,0.332
3891,UNIT_OF_MEASURE,totalActiveEnergyExport,0.311
3892,UNIT_OF_MEASURE,totalActiveEnergyImport,0.328
3893,UNIT_OF_MEASURE,totalActivePower,0.37
3894,UNIT_OF_MEASURE,totalApparentEnergyExport,0.38
3895,UNIT_OF_MEASURE,totalApparentEnergyImport,0.421
3896,UNIT_OF_MEASURE,totalApparentPower,0.476
3897,UNIT_OF_MEASURE,totalDisplacementPowerFactor,0.426
3898,UNIT_OF_MEASURE,totalPowerFactor,0.506
3899,UNIT_OF_MEASURE,totalReactiveEnergyExport,0.25
3900,UNIT_OF_MEASURE,totalReactiveEnergyImport,0.263
3901,UNIT_OF_MEASURE,totalReactivePower,0.31
3902,UNIT_OF_MEASURE,totalSequencesCountMax,0.39
3903,UNIT_OF_MEASURE,transformerVectorGroup,0.433
3904,UNIT_OF_MEASURE,triggersEventActionConsume,0.22
3905,UNIT_OF_MEASURE,triggersEventActionProduce,0.18
3906,UNIT_OF_MEASURE,type,0.379
3907,UNIT_OF_MEASURE,upper,0.263
3908,UNIT_OF_MEASURE,uses,0.365
3909,UNIT_OF_MEASURE,valueSource,0.421
3910,UNIT_OF_MEASURE,valveMechanism,0.341
3911,UNIT_OF_MEASURE,valveOperation,0.386
3912,UNIT_OF_MEASURE,valvePattern,0.356
3913,UNIT_OF_MEASURE,versionInfo,0.263
3914,UNIT_OF_MEASURE,voltage,0.341
3915,UNIT_OF_MEASURE,voltage_level,0.362
3916,UNIT_OF_MEASURE,waterFlowControlSystemType,0.383
3917,UNIT_OF_MEASURE,width,0.445
3918,UNIT_OF_MEASURE,writable,0.32
3919,UNIT_OF_MEASURE,yearOfInstallation,0.441
3920,INTERVAL,EPnren,0.468
3921,INTERVAL,EPren,0.485
3922,INTERVAL,EnergyConversionSystemType,0.399
3923,INTERVAL,Owner,0.48
3924,INTERVAL,acceptedPaymentMethod,0.483
3925,INTERVAL,accessType,0.398
3926,INTERVAL,accommodationCapacity,0.477
3927,INTERVAL,accompanying,0.552
3928,INTERVAL,accomplishes,0.324
3929,INTERVAL,accuracy,0.602
3930,INTERVAL,acquaintanceOf,0.534
3931,INTERVAL,activeEnergyExport,0.312
3932,INTERVAL,activeEnergyImport,0.328
3933,INTERVAL,activePower,0.352
3934,INTERVAL,activeRepetitionNumber,0.465
3935,INTERVAL,activeSlotNumber,0.463
3936,INTERVAL,active_power,0.352
3937,INTERVAL,actsTo,0.404
3938,INTERVAL,actsUpon,0.388
3939,INTERVAL,additionalInformation,0.502
3940,INTERVAL,address,0.436
3941,INTERVAL,adjacentTo,0.534
3942,INTERVAL,age,0.501
3943,INTERVAL,allowedVehicleType,0.38
3944,INTERVAL,alt,0.538
3945,INTERVAL,alternateName,0.45
3946,INTERVAL,alternativesCount,0.51
3947,INTERVAL,alternativesGroupID,0.417
3948,INTERVAL,amperage,0.445
3949,INTERVAL,answer,0.486
3950,INTERVAL,apparentEnergyExport,0.372
3951,INTERVAL,apparentEnergyImport,0.42
3952,INTERVAL,apparentPower,0.426
3953,INTERVAL,application,0.411
3954,INTERVAL,area,0.526
3955,INTERVAL,areaServed,0.489
3956,INTERVAL,arrangement,0.551
3957,INTERVAL,assignedRoute,0.461
3958,INTERVAL,atTime,0.666
3959,INTERVAL,attendee,0.457
3960,INTERVAL,attendeeOf,0.469
3961,INTERVAL,availableCapacity,0.47
3962,INTERVAL,base,0.427
3963,INTERVAL,belongsTo,0.485
3964,INTERVAL,bladeAction,0.371
3965,INTERVAL,bladeEdge,0.353
3966,INTERVAL,bladeShape,0.376
3967,INTERVAL,buildingInfo,0.424
3968,INTERVAL,capacity,0.465
3969,INTERVAL,capacityControl,0.418
3970,INTERVAL,capacityControlType,0.374
3971,INTERVAL,capacityPeople,0.416
3972,INTERVAL,certificateCode,0.388
3973,INTERVAL,certificateObject,0.357
3974,INTERVAL,certifierCategory,0.323
3975,INTERVAL,certifierCode,0.349
3976,INTERVAL,changeNote,0.451
3977,INTERVAL,chargeType,0.281
3978,INTERVAL,cheapest,0.452
3979,INTERVAL,circuitType,0.407
3980,INTERVAL,citation,0.495
3981,INTERVAL,climaticZone,0.438
3982,INTERVAL,colorAppearance,0.37
3983,INTERVAL,colorRenderingIndex,0.324
3984,INTERVAL,comment,0.433
3985,INTERVAL,composes,0.473
3986,INTERVAL,connectedTo,0.47
3987,INTERVAL,connected_actuator,0.313
3988,INTERVAL,connected_sensor,0.378
3989,INTERVAL,consistsOf,0.556
3990,INTERVAL,consumesEnergy,0.394
3991,INTERVAL,consumesEnergyType,0.41
3992,INTERVAL,contactDetails,0.451
3993,INTERVAL,contactPoint,0.443
3994,INTERVAL,contain_of,0.511
3995,INTERVAL,contains,0.526
3996,INTERVAL,containsAssumption,0.462
3997,INTERVAL,containsConstant,0.544
3998,INTERVAL,containsEquation,0.43
3999,INTERVAL,containsU-value,0.488
4000,INTERVAL,containsVariable,0.548
4001,INTERVAL,context,0.525
4002,INTERVAL,contributor,0.394
4003,INTERVAL,controlStrategy,0.404
4004,INTERVAL,control_asset,0.428
4005,INTERVAL,controll_asset,0.426
4006,INTERVAL,controlled_asset,0.44
4007,INTERVAL,controlled_property,0.424
4008,INTERVAL,controlsProperty,0.389
4009,INTERVAL,cost,0.496
4010,INTERVAL,country,0.512
4011,INTERVAL,created,0.476
4012,INTERVAL,created_at,0.521
4013,INTERVAL,creator,0.499
4014,INTERVAL,current,0.497
4015,INTERVAL,currentUseThermal,0.38
4016,INTERVAL,current_level,0.497
4017,INTERVAL,dataProvider,0.437
4018,INTERVAL,data_provider,0.437
4019,INTERVAL,date,0.51
4020,INTERVAL,dateCreated,0.505
4021,INTERVAL,dateEnergyMeteringStarted,0.518
4022,INTERVAL,dateModified,0.5
4023,INTERVAL,dateObserved,0.55
4024,INTERVAL,dateObservedFrom,0.525
4025,INTERVAL,dateObservedTo,0.534
4026,INTERVAL,dateOfExpiration,0.458
4027,INTERVAL,dateOfInspection,0.526
4028,INTERVAL,dateOfIssue,0.383
4029,INTERVAL,definition,0.481
4030,INTERVAL,deliversEnergy,0.467
4031,INTERVAL,deliversEnergyType,0.461
4032,INTERVAL,description,0.496
4033,INTERVAL,destination,0.445
4034,INTERVAL,domainIncludes,0.392
4035,INTERVAL,duration,0.644
4036,INTERVAL,dynamicDescription,0.394
4037,INTERVAL,editorialNote,0.41
4038,INTERVAL,endShapeType,0.373
4039,INTERVAL,endedAtTime,0.608
4040,INTERVAL,energyCarrierType,0.377
4041,INTERVAL,energyConsumedBy,0.44
4042,INTERVAL,energyConsumption,0.463
4043,INTERVAL,energyConversionSystemCode,0.414
4044,INTERVAL,energyDeliveredBy,0.437
4045,INTERVAL,energyPerformance,0.5
4046,INTERVAL,energyPerformanceReference,0.451
4047,INTERVAL,energyProducedBy,0.409
4048,INTERVAL,energySource,0.466
4049,INTERVAL,energyStoredBy,0.478
4050,INTERVAL,energySystemCategory,0.447
4051,INTERVAL,energyTypeConsumedBy,0.445
4052,INTERVAL,energyTypeDeliveredBy,0.428
4053,INTERVAL,energyTypeProducedBy,0.42
4054,INTERVAL,energyTypeStoredBy,0.479
4055,INTERVAL,evaporationCoolant,0.279
4056,INTERVAL,evaporationMediumType,0.301
4057,INTERVAL,event,0.543
4058,INTERVAL,eventID,0.483
4059,INTERVAL,eventOf,0.521
4060,INTERVAL,example,0.483
4061,INTERVAL,excludedFor,0.472
4062,INTERVAL,experiences,0.466
4063,INTERVAL,failPosition,0.482
4064,INTERVAL,familiarWith,0.48
4065,INTERVAL,featureOfInterest,0.399
4066,INTERVAL,finishColor,0.347
4067,INTERVAL,fireExit,0.424
4068,INTERVAL,firstName,0.46
4069,INTERVAL,floors_above_ground,0.426
4070,INTERVAL,floors_below_ground,0.413
4071,INTERVAL,flow,0.518
4072,INTERVAL,flowArrangement,0.517
4073,INTERVAL,forPerson,0.476
4074,INTERVAL,forSpace,0.51
4075,INTERVAL,frameSize,0.471
4076,INTERVAL,frameType,0.402
4077,INTERVAL,frequency,0.6
4078,INTERVAL,gender,0.427
4079,INTERVAL,geo,0.341
4080,INTERVAL,geoPointOf,0.358
4081,INTERVAL,greenest,0.397
4082,INTERVAL,groupSubscription,0.411
4083,INTERVAL,hadPrimarySource,0.413
4084,INTERVAL,hasAbility,0.437
4085,INTERVAL,hasActivityStatus,0.461
4086,INTERVAL,hasAirConditionedVolume,0.378
4087,INTERVAL,hasAppliedEventActionConsume,0.347
4088,INTERVAL,hasAppliedEventActionProduce,0.322
4089,INTERVAL,hasArea,0.478
4090,INTERVAL,hasAssociatedKPI,0.408
4091,INTERVAL,hasAssociatedObject,0.36
4092,INTERVAL,hasAssociatedZone,0.485
4093,INTERVAL,hasAvailabilityStatus,0.479
4094,INTERVAL,hasBeginning,0.523
4095,INTERVAL,hasBehavior,0.436
4096,INTERVAL,hasBuildingType,0.41
4097,INTERVAL,hasCalculation,0.494
4098,INTERVAL,hasCalculationComponent,0.443
4099,INTERVAL,hasCalculationModel,0.463
4100,INTERVAL,hasCommand,0.386
4101,INTERVAL,hasCongestion,0.442
4102,INTERVAL,hasDefrost,0.391
4103,INTERVAL,hasDescription,0.465
4104,INTERVAL,hasDeterminant,0.199
4105,INTERVAL,hasDeviationState,0.474
4106,INTERVAL,hasDirection,0.398
4107,INTERVAL,hasDisaggregation,0.286
4108,INTERVAL,hasEnd,0.474
4109,INTERVAL,hasEnergy,0.502
4110,INTERVAL,hasEnergyConversionSystem,0.398
4111,INTERVAL,hasEquipmentParameter,0.535
4112,INTERVAL,hasEquipmentType,0.449
4113,INTERVAL,hasEvaluationTimeStep,0.593
4114,INTERVAL,hasExtWall,0.421
4115,INTERVAL,hasExtWindow,0.446
4116,INTERVAL,hasExteriorInsulation,0.412
4117,INTERVAL,hasFitnessStatus,0.421
4118,INTERVAL,hasFloor,0.522
4119,INTERVAL,hasForecast,0.443
4120,INTERVAL,hasFunction,0.509
4121,INTERVAL,hasHotGasBypass,0.381
4122,INTERVAL,hasImpact,0.305
4123,INTERVAL,hasInfluenceOn,0.288
4124,INTERVAL,hasInput,0.454
4125,INTERVAL,hasIntensity,0.555
4126,INTERVAL,hasKPIDefinition,0.384
4127,INTERVAL,hasLocation,0.504
4128,INTERVAL,hasLock,0.38
4129,INTERVAL,hasManufacturer,0.392
4130,INTERVAL,hasMathML,0.455
4131,INTERVAL,hasMathematicalModel,0.426
4132,INTERVAL,hasMember,0.499
4133,INTERVAL,hasMeterReading,0.51
4134,INTERVAL,hasMeterReadingType,0.457
4135,INTERVAL,hasModel,0.482
4136,INTERVAL,hasMotionState,0.363
4137,INTERVAL,hasName,0.465
4138,INTERVAL,hasNavigationalState,0.389
4139,INTERVAL,hasNavigationalType,0.344
4140,INTERVAL,hasOccupancyParameter,0.411
4141,INTERVAL,hasOccupant,0.335
4142,INTERVAL,hasOutput,0.448
4143,INTERVAL,hasPartWinding,0.386
4144,INTERVAL,hasPerformanceGoal,0.378
4145,INTERVAL,hasPhotovoltaicType,0.255
4146,INTERVAL,hasPrice,0.507
4147,INTERVAL,hasProfile,0.425
4148,INTERVAL,hasProperty,0.431
4149,INTERVAL,hasQuality,0.557
4150,INTERVAL,hasRoof,0.469
4151,INTERVAL,hasSafetyValue,0.426
4152,INTERVAL,hasSchedule,0.569
4153,INTERVAL,hasSensingRange,0.378
4154,INTERVAL,hasSensorType,0.329
4155,INTERVAL,hasSeverity,0.457
4156,INTERVAL,hasSimpleResult,0.392
4157,INTERVAL,hasSpace,0.53
4158,INTERVAL,hasSpeed,0.479
4159,INTERVAL,hasState,0.428
4160,INTERVAL,hasThresholdMeasurement,0.513
4161,INTERVAL,hasTime,0.597
4162,INTERVAL,hasTimestamp,0.539
4163,INTERVAL,hasTurbulator,0.337
4164,INTERVAL,hasTypicalConsumption,0.47
4165,INTERVAL,hasUnit,0.524
4166,INTERVAL,hasValue,0.489
4167,INTERVAL,hasXTimesDeviated,0.386
4168,INTERVAL,hasYearOfConstruction,0.423
4169,INTERVAL,has_building,0.507
4170,INTERVAL,has_channel,0.433
4171,INTERVAL,has_email,0.408
4172,INTERVAL,has_floor,0.522
4173,INTERVAL,has_mobile_number,0.376
4174,INTERVAL,has_room,0.497
4175,INTERVAL,has_sensor,0.365
4176,INTERVAL,has_sub_zone,0.417
4177,INTERVAL,has_tenant,0.446
4178,INTERVAL,has_zone,0.527
4179,INTERVAL,heatTransferDimension,0.342
4180,INTERVAL,heatTransferMedium,0.332
4181,INTERVAL,heatTransferTypeEnum,0.313
4182,INTERVAL,heatingDegreeDays,0.46
4183,INTERVAL,height,0.517
4184,INTERVAL,higher_limit,0.456
4185,INTERVAL,historyNote,0.485
4186,INTERVAL,id,0.445
4187,INTERVAL,identifier,0.358
4188,INTERVAL,image,0.473
4189,INTERVAL,inXSDDateTime,0.384
4190,INTERVAL,in_building,0.495
4191,INTERVAL,in_floor,0.526
4192,INTERVAL,in_room,0.511
4193,INTERVAL,index,0.49
4194,INTERVAL,inspireId,0.277
4195,INTERVAL,installedIn,0.54
4196,INTERVAL,integratedLightingType,0.438
4197,INTERVAL,internalControl,0.42
4198,INTERVAL,ip_address,0.33
4199,INTERVAL,isAbout,0.499
4200,INTERVAL,isAccomplishedBy,0.41
4201,INTERVAL,isActedBy,0.381
4202,INTERVAL,isAirConditionedVolumeOf,0.368
4203,INTERVAL,isAreaOf,0.483
4204,INTERVAL,isAssociatedKPIOf,0.316
4205,INTERVAL,isAssociatedObjectOf,0.327
4206,INTERVAL,isAssociatedZoneOf,0.486
4207,INTERVAL,isAssumptionOf,0.436
4208,INTERVAL,isBeginningOf,0.52
4209,INTERVAL,isBehaviorOf,0.416
4210,INTERVAL,isBuildingTypeOf,0.396
4211,INTERVAL,isCalculationComponentOf,0.411
4212,INTERVAL,isCalculationModelOf,0.442
4213,INTERVAL,isCalculationOf,0.484
4214,INTERVAL,isCommandOf,0.38
4215,INTERVAL,isComposedBy,0.432
4216,INTERVAL,isConstantOf,0.515
4217,INTERVAL,isContainedIn,0.504
4218,INTERVAL,isControlledByDevice,0.337
4219,INTERVAL,isDefinedBy,0.45
4220,INTERVAL,isDeterminantOf,0.201
4221,INTERVAL,isDirectionOf,0.356
4222,INTERVAL,isDisaggregationOf,0.304
4223,INTERVAL,isEndOf,0.487
4224,INTERVAL,isEquationOf,0.388
4225,INTERVAL,isEquipmentParameterOf,0.497
4226,INTERVAL,isEquipmentTypeOf,0.435
4227,INTERVAL,isEvaluationTimeStepOf,0.556
4228,INTERVAL,isExperiencedBy,0.457
4229,INTERVAL,isExtWallOf,0.405
4230,INTERVAL,isExtWindowOf,0.443
4231,INTERVAL,isExternal,0.375
4232,INTERVAL,isFeatureOfInterestOf,0.378
4233,INTERVAL,isFloorOf,0.501
4234,INTERVAL,isForecastOf,0.433
4235,INTERVAL,isFreeHanging,0.368
4236,INTERVAL,isGuarded,0.486
4237,INTERVAL,isIlluminated,0.485
4238,INTERVAL,isIn,0.535
4239,INTERVAL,isInfluencedBy,0.34
4240,INTERVAL,isInputOf,0.434
4241,INTERVAL,isLocationOf,0.488
4242,INTERVAL,isMathematicalModelOf,0.402
4243,INTERVAL,isMeasuredByDevice,0.454
4244,INTERVAL,isMeasuredIn,0.565
4245,INTERVAL,isNeutralPrimaryTerminalAvailable,0.308
4246,INTERVAL,isNeutralSecondaryTerminalAvailable,0.294
4247,INTERVAL,isObservationResultOf,0.462
4248,INTERVAL,isObservationSamplingTimeOf,0.56
4249,INTERVAL,isObservedPropertyOf,0.44
4250,INTERVAL,isOccupancyParameterOf,0.401
4251,INTERVAL,isOccupantOf,0.33
4252,INTERVAL,isOfferedBy,0.461
4253,INTERVAL,isOutputOf,0.426
4254,INTERVAL,isPausable,0.47
4255,INTERVAL,isPerformanceGoalOf,0.363
4256,INTERVAL,isPhotovoltaicTypeOf,0.26
4257,INTERVAL,isPluggableOutlet,0.319
4258,INTERVAL,isPropertyOf,0.413
4259,INTERVAL,isProvidedBy,0.507
4260,INTERVAL,isRoofOf,0.464
4261,INTERVAL,isScheduleOf,0.54
4262,INTERVAL,isSpaceOf,0.5
4263,INTERVAL,isSpeedOf,0.481
4264,INTERVAL,isStoppable,0.413
4265,INTERVAL,isSuppliedBy,0.432
4266,INTERVAL,isU-valueOf,0.395
4267,INTERVAL,isUnitOf,0.474
4268,INTERVAL,isUsedFor,0.481
4269,INTERVAL,isVariableOf,0.529
4270,INTERVAL,isVersionOf,0.433
4271,INTERVAL,isWaterStorageHeater,0.33
4272,INTERVAL,is_located_at,0.519
4273,INTERVAL,issued,0.486
4274,INTERVAL,issuedBy,0.474
4275,INTERVAL,item,0.547
4276,INTERVAL,kp,0.387
4277,INTERVAL,label,0.433
4278,INTERVAL,lampBallastType,0.404
4279,INTERVAL,lampCompensationType,0.362
4280,INTERVAL,language,0.436
4281,INTERVAL,lastName,0.48
4282,INTERVAL,lat,0.474
4283,INTERVAL,leadsTo,0.441
4284,INTERVAL,legend,0.381
4285,INTERVAL,length,0.649
4286,INTERVAL,license,0.45
4287,INTERVAL,listening,0.534
4288,INTERVAL,live_in,0.551
4289,INTERVAL,locatedIn,0.582
4290,INTERVAL,located_at,0.576
4291,INTERVAL,located_in,0.582
4292,INTERVAL,location,0.529
4293,INTERVAL,logging_interval,0.768
4294,INTERVAL,logical_node,0.45
4295,INTERVAL,long,0.616
4296,INTERVAL,lower,0.531
4297,INTERVAL,lower_limit,0.438
4298,INTERVAL,madeBySensor,0.35
4299,INTERVAL,makesMeasurement,0.501
4300,INTERVAL,manualOverride,0.327
4301,INTERVAL,maxCyclesPerDay,0.418
4302,INTERVAL,max_active_power,0.339
4303,INTERVAL,max_reactive_power,0.335
4304,INTERVAL,meansOfNotification,0.37
4305,INTERVAL,measuresProperty,0.499
4306,INTERVAL,mechanicalOperated,0.437
4307,INTERVAL,mediaSource,0.38
4308,INTERVAL,modified,0.454
4309,INTERVAL,modified_at,0.502
4310,INTERVAL,motorDriveType,0.26
4311,INTERVAL,motorEnclosureType,0.376
4312,INTERVAL,name,0.498
4313,INTERVAL,network,0.476
4314,INTERVAL,next,0.512
4315,INTERVAL,nodeRemoteControllable,0.3
4316,INTERVAL,nomialEfficiency,0.449
4317,INTERVAL,nominalEfficiency,0.489
4318,INTERVAL,nominalPower,0.388
4319,INTERVAL,note,0.526
4320,INTERVAL,notificationPreference,0.428
4321,INTERVAL,number,0.55
4322,INTERVAL,numberOfBlades,0.345
4323,INTERVAL,numberOfCells,0.453
4324,INTERVAL,numberOfCircuits,0.407
4325,INTERVAL,numberOfGangs,0.394
4326,INTERVAL,numberOfPanels,0.44
4327,INTERVAL,numberOfRows,0.453
4328,INTERVAL,numberOfSections,0.497
4329,INTERVAL,numberOsSockets,0.407
4330,INTERVAL,observationResult,0.527
4331,INTERVAL,observationSamplingTime,0.599
4332,INTERVAL,observedProperty,0.49
4333,INTERVAL,observes,0.609
4334,INTERVAL,ofActivity,0.46
4335,INTERVAL,ofEvent,0.511
4336,INTERVAL,offers,0.504
4337,INTERVAL,openingHours,0.548
4338,INTERVAL,opening_hours,0.548
4339,INTERVAL,operatingMode,0.47
4340,INTERVAL,operation,0.574
4341,INTERVAL,operation_sequence,0.514
4342,INTERVAL,operator,0.511
4343,INTERVAL,ordered_list,0.447
4344,INTERVAL,organizationID,0.472
4345,INTERVAL,organizationName,0.491
4346,INTERVAL,orientation,0.5
4347,INTERVAL,origin,0.501
4348,INTERVAL,otherConversionSystemTypeNotes,0.435
4349,INTERVAL,owner,0.48
4350,INTERVAL,partOf,0.524
4351,INTERVAL,pattern,0.537
4352,INTERVAL,patternType,0.436
4353,INTERVAL,performedBy,0.523
4354,INTERVAL,phaseToPhaseVoltage,0.38
4355,INTERVAL,phaseType,0.411
4356,INTERVAL,phaseVoltage,0.409
4357,INTERVAL,pipeConnectionEnum,0.427
4358,INTERVAL,placementType,0.448
4359,INTERVAL,player,0.469
4360,INTERVAL,powerFactor,0.353
4361,INTERVAL,prefLabel,0.347
4362,INTERVAL,preferredNamespacePrefix,0.331
4363,INTERVAL,preferredNamespaceUri,0.292
4364,INTERVAL,previous,0.581
4365,INTERVAL,primary_current,0.371
4366,INTERVAL,primary_voltage,0.354
4367,INTERVAL,producesEnergy,0.438
4368,INTERVAL,producesEnergyType,0.439
4369,INTERVAL,professionalRegistry,0.479
4370,INTERVAL,providesTo,0.514
4371,INTERVAL,publisher,0.49
4372,INTERVAL,questionNumber,0.452
4373,INTERVAL,radius,0.494
4374,INTERVAL,rangeIncludes,0.498
4375,INTERVAL,reactiveEnergyExport,0.292
4376,INTERVAL,reactiveEnergyImport,0.302
4377,INTERVAL,reactivePower,0.325
4378,INTERVAL,reactive_power,0.325
4379,INTERVAL,readOutType,0.379
4380,INTERVAL,readable_name,0.385
4381,INTERVAL,recommendations,0.436
4382,INTERVAL,refDevice,0.429
4383,INTERVAL,refTargetDevice,0.345
4384,INTERVAL,ref_building,0.477
4385,INTERVAL,refrigerantClass,0.229
4386,INTERVAL,region,0.491
4387,INTERVAL,related_sensor,0.391
4388,INTERVAL,relatesToMeasurement,0.5
4389,INTERVAL,relatesToProperty,0.385
4390,INTERVAL,relativeOccupancyRatio,0.401
4391,INTERVAL,remoteReading,0.41
4392,INTERVAL,repetitionsTotal,0.483
4393,INTERVAL,represents,0.507
4394,INTERVAL,responsibleTo,0.385
4395,INTERVAL,reverse_action,0.279
4396,INTERVAL,rights,0.413
4397,INTERVAL,role,0.397
4398,INTERVAL,roughness,0.453
4399,INTERVAL,routePreference,0.432
4400,INTERVAL,routeType,0.418
4401,INTERVAL,sample_interval,0.806
4402,INTERVAL,sample_rate,0.602
4403,INTERVAL,scope,0.524
4404,INTERVAL,scopeNote,0.462
4405,INTERVAL,secondaryCurrentType,0.315
4406,INTERVAL,secondary_current,0.339
4407,INTERVAL,secondary_voltage,0.34
4408,INTERVAL,seeAlso,0.386
4409,INTERVAL,sequenceID,0.478
4410,INTERVAL,sequenceRemoteControllable,0.32
4411,INTERVAL,serial_number,0.439
4412,INTERVAL,set_value,0.506
4413,INTERVAL,shadingDeviceType,0.306
4414,INTERVAL,size,0.526
4415,INTERVAL,slot,0.55
